nsim,Total Unique Elements Sampled
174601,26789.25
174701,26788.5
174801,26792.25
174901,26797.25
175001,26793.0
175101,26796.75
175201,26793.75
175301,26791.75
175401,26793.25
175501,26796.5
175601,26794.75
175701,26791.0
175801,26792.75
175901,26793.0
176001,26790.75
176101,26797.25
176201,26790.5
176301,26790.0
176401,26798.0
176501,26793.0
176601,26798.5
176701,26792.75
176801,26799.5
176901,26787.0
177001,26793.25
177101,26796.5
177201,26795.75
177301,26791.25
177401,26794.0
177501,26799.25
177601,26792.5
177701,26790.75
177801,26789.75
177901,26789.5
178001,26796.5
178101,26794.0
178201,26794.75
178301,26793.0
178401,26794.75
178501,26795.75
178601,26796.0
178701,26793.75
178801,26801.5
178901,26795.0
179001,26798.0
179101,26797.0
179201,26792.0
179301,26793.75
179401,26793.5
179501,26800.0
179601,26795.5
179701,26792.25
179801,26797.25
179901,26796.5
180001,26796.5
180101,26797.75
180201,26797.25
180301,26799.0
180401,26795.75
180501,26798.25
180601,26796.5
180701,26800.25
180801,26797.0
180901,26798.0
181001,26795.0
181101,26795.25
181201,26799.5
181301,26798.0
181401,26801.75
181501,26795.75
181601,26803.25
181701,26797.25
181801,26801.75
181901,26801.25
182001,26800.0
182101,26799.25
182201,26794.25
182301,26805.25
182401,26798.5
182501,26799.25
182601,26801.75
182701,26803.5
182801,26800.0
182901,26801.5
183001,26795.0
183101,26804.5
183201,26802.75
183301,26799.25
183401,26801.0
183501,26804.75
183601,26801.0
183701,26807.0
183801,26795.75
183901,26803.25
184001,26801.25
184101,26801.75
184201,26803.75
184301,26799.0
184401,26800.75
184501,26804.25
184601,26800.0
184701,26799.25
184801,26806.5
184901,26804.25
185001,26800.0
185101,26801.0
185201,26802.0
185301,26806.5
185401,26802.5
185501,26805.75
185601,26806.25
185701,26801.75
185801,26803.0
185901,26806.5
186001,26804.75
186101,26803.75
186201,26807.0
186301,26807.0
186401,26805.25
186501,26803.25
186601,26805.25
186701,26798.0
186801,26808.25
186901,26801.25
187001,26808.25
187101,26803.75
187201,26808.25
187301,26804.5
187401,26802.5
187501,26802.5
187601,26804.75
187701,26806.75
187801,26806.25
187901,26805.25
188001,26803.25
188101,26806.0
188201,26808.0
188301,26803.0
188401,26806.25
188501,26807.5
188601,26803.0
188701,26804.0
188801,26808.0
188901,26807.25
189001,26809.25
189101,26807.25
189201,26809.5
189301,26806.0
189401,26806.5
189501,26805.5
189601,26806.5
189701,26809.25
189801,26807.75
189901,26808.5
190001,26808.0
190101,26811.5
190201,26803.25
190301,26806.75
190401,26801.0
190501,26805.5
190601,26808.25
190701,26808.25
190801,26807.5
190901,26807.0
191001,26806.5
191101,26807.25
191201,26806.5
191301,26809.75
191401,26810.0
191501,26807.0
191601,26806.75
191701,26808.0
191801,26809.75
191901,26808.25
192001,26811.75
192101,26808.25
192201,26807.75
192301,26811.0
192401,26810.0
192501,26807.75
192601,26809.0
192701,26811.5
192801,26811.5
192901,26809.25
193001,26811.0
193101,26809.5
193201,26808.5
193301,26813.0
193401,26807.0
193501,26811.0
193601,26812.5
193701,26810.5
193801,26810.75
193901,26810.75
194001,26810.75
194101,26810.75
194201,26811.75
194301,26811.0
194401,26813.75
194501,26812.0
194601,26810.5
194701,26810.5
194801,26814.0
194901,26812.75
195001,26811.5
195101,26812.0
195201,26810.75
195301,26810.5
195401,26811.0
195501,26810.75
195601,26814.25
195701,26812.5
195801,26811.0
195901,26814.5
196001,26813.5
196101,26806.75
196201,26812.5
196301,26814.0
196401,26816.5
196501,26812.75
196601,26814.25
196701,26811.0
196801,26813.0
196901,26814.5
197001,26812.5
197101,26815.5
197201,26816.5
197301,26809.75
197401,26809.25
197501,26810.25
197601,26810.75
197701,26815.5
197801,26810.5
197901,26811.75
198001,26814.5
198101,26813.5
198201,26815.75
198301,26813.0
198401,26814.75
198501,26815.5
198601,26814.0
198701,26813.5
198801,26812.5
198901,26814.0
199001,26815.25
199101,26808.75
199201,26813.75
199301,26812.75
199401,26813.5
199501,26816.25
199601,26812.75
199701,26815.5
199801,26817.0
199901,26819.25
